,lat,lon,CNTY_NAME,CITY_TOWN_NAME,num
953,42.217400000000005,-70.95145000000001,NORFOLK,WEYMOUTH,1
954,42.217400000000005,-70.93480000000001,NORFOLK,WEYMOUTH,1
955,42.21835,-70.9665,NORFOLK,WEYMOUTH,1
956,42.2185,-71.54905000000001,MIDDLESEX,HOPKINTON,2
957,42.2185,-70.96675,NORFOLK,WEYMOUTH,1
958,42.219,-70.92035,NORFOLK,WEYMOUTH,1
959,42.21915,-71.03675,NORFOLK,BRAINTREE,3
960,42.220150000000004,-71.119,NORFOLK,MILTON,1
961,42.220400000000005,-71.028,NORFOLK,BRAINTREE,1
962,42.2205,-71.02815,NORFOLK,BRAINTREE,1
963,42.22055,-70.97735,NORFOLK,BRAINTREE,1
964,42.22065,-71.11885000000001,NORFOLK,MILTON,1
965,42.22075,-70.97515,NORFOLK,BRAINTREE,1
966,42.2211,-71.00185,NORFOLK,BRAINTREE,1
967,42.221250000000005,-71.2077,NORFOLK,WESTWOOD,1
968,42.2213,-71.16550000000001,NORFOLK,WESTWOOD,2
969,42.2216,-71.40975,MIDDLESEX,HOLLISTON,1
970,42.2218,-71.1876,NORFOLK,WESTWOOD,1
971,42.222550000000005,-70.9837,NORFOLK,BRAINTREE,1
972,42.22265,-71.032,NORFOLK,BRAINTREE,4
973,42.2237,-71.1704,NORFOLK,WESTWOOD,2
974,42.224000000000004,-71.03165,NORFOLK,BRAINTREE,1
975,42.2242,-71.0707,NORFOLK,MILTON,2
976,42.224250000000005,-71.02445,NORFOLK,BRAINTREE,1
977,42.22485,-71.22265,NORFOLK,WESTWOOD,1
978,42.22505,-71.2226,NORFOLK,WESTWOOD,1
979,42.2252,-71.0708,NORFOLK,MILTON,1
980,42.22545,-71.2707,NORFOLK,DOVER,1
981,42.225550000000005,-71.51725,MIDDLESEX,HOPKINTON,1
982,42.2261,-71.00365000000001,NORFOLK,BRAINTREE,1
983,42.2262,-71.0046,NORFOLK,BRAINTREE,1
984,42.226600000000005,-71.39155000000001,MIDDLESEX,SHERBORN,1
985,42.226600000000005,-70.9332,NORFOLK,WEYMOUTH,1
986,42.226800000000004,-71.02015,NORFOLK,BRAINTREE,1
987,42.226800000000004,-71.02015,NORFOLK,QUINCY,1
988,42.2272,-71.0317,NORFOLK,BRAINTREE,1
989,42.227250000000005,-71.43175000000001,MIDDLESEX,HOLLISTON,1
990,42.228100000000005,-71.5219,MIDDLESEX,HOPKINTON,1
991,42.228300000000004,-71.1819,NORFOLK,DEDHAM,1
992,42.2284,-71.32765,NORFOLK,DOVER,1
993,42.228750000000005,-71.1817,NORFOLK,DEDHAM,1
994,42.2288,-71.1148,NORFOLK,MILTON,1
995,42.229150000000004,-70.9358,NORFOLK,WEYMOUTH,1
996,42.22975,-71.221,NORFOLK,WESTWOOD,1
997,42.2305,-71.1743,NORFOLK,DEDHAM,1
998,42.230650000000004,-71.11370000000001,NORFOLK,MILTON,1
999,42.2308,-71.14255,NORFOLK,DEDHAM,1
1000,42.231500000000004,-71.18050000000001,NORFOLK,DEDHAM,1
1001,42.2316,-71.1597,NORFOLK,DEDHAM,1
1002,42.231700000000004,-71.0057,NORFOLK,QUINCY,1
1003,42.231750000000005,-71.113,NORFOLK,MILTON,1
1004,42.2318,-70.9453,NORFOLK,WEYMOUTH,1
1005,42.23185,-71.11295,NORFOLK,MILTON,1
1006,42.232400000000005,-71.0233,NORFOLK,QUINCY,1
1007,42.23255,-71.02335000000001,NORFOLK,QUINCY,1
1008,42.23305,-70.87695000000001,PLYMOUTH,HINGHAM,1
1009,42.2331,-71.0233,NORFOLK,QUINCY,1
1010,42.2336,-71.00895,NORFOLK,QUINCY,1
1011,42.23485,-71.18315,NORFOLK,DEDHAM,1
1012,42.23525,-71.0698,NORFOLK,MILTON,1
1013,42.2357,-71.1789,NORFOLK,DEDHAM,1
1014,42.236200000000004,-71.45960000000001,MIDDLESEX,ASHLAND,1
1015,42.2363,-71.00150000000001,NORFOLK,QUINCY,1
1016,42.23635,-71.501,MIDDLESEX,HOPKINTON,1
1017,42.23635,-71.50030000000001,MIDDLESEX,HOPKINTON,1
1018,42.2367,-71.0047,NORFOLK,QUINCY,1
1019,42.237,-71.39765,MIDDLESEX,SHERBORN,1
1020,42.23755,-71.02355,NORFOLK,QUINCY,5
1021,42.2379,-71.01505,NORFOLK,QUINCY,1
1022,42.23805,-70.98740000000001,NORFOLK,QUINCY,1
1023,42.238350000000004,-70.8729,PLYMOUTH,HINGHAM,1
1024,42.238800000000005,-71.181,NORFOLK,DEDHAM,1
1025,42.2389,-71.0059,NORFOLK,QUINCY,1
1026,42.23895,-70.98395000000001,NORFOLK,QUINCY,2
1027,42.23905,-70.98415,NORFOLK,QUINCY,1
1028,42.239250000000006,-71.10845,NORFOLK,MILTON,1
1029,42.239450000000005,-70.9839,NORFOLK,QUINCY,1
1030,42.2396,-70.8891,PLYMOUTH,HINGHAM,1
1031,42.2398,-70.9508,NORFOLK,WEYMOUTH,1
1032,42.240700000000004,-71.00605,NORFOLK,QUINCY,1
1033,42.24085,-71.43180000000001,MIDDLESEX,ASHLAND,1
1034,42.24085,-70.989,NORFOLK,QUINCY,1
1035,42.241150000000005,-71.37480000000001,MIDDLESEX,SHERBORN,1
1036,42.24125,-71.04185,NORFOLK,QUINCY,1
1037,42.2414,-71.0035,NORFOLK,QUINCY,1
1038,42.2414,-70.89085,PLYMOUTH,HINGHAM,1
1039,42.2415,-70.94395,NORFOLK,WEYMOUTH,1
1040,42.241600000000005,-70.94395,NORFOLK,WEYMOUTH,1
1041,42.24195,-71.443,MIDDLESEX,ASHLAND,2
1042,42.24195,-71.01325,NORFOLK,QUINCY,1
1043,42.242000000000004,-70.99405,NORFOLK,QUINCY,1
1044,42.242200000000004,-70.98095,NORFOLK,QUINCY,2
1045,42.24235,-71.00355,NORFOLK,QUINCY,1
1046,42.24235,-70.91165000000001,PLYMOUTH,HINGHAM,1
1047,42.2424,-71.01525000000001,NORFOLK,QUINCY,1
1048,42.24255,-70.9594,NORFOLK,WEYMOUTH,1
1049,42.2426,-70.9606,NORFOLK,WEYMOUTH,1
1050,42.2426,-70.96035,NORFOLK,WEYMOUTH,1
1051,42.2427,-71.48310000000001,MIDDLESEX,ASHLAND,1
1052,42.2428,-70.99585,NORFOLK,QUINCY,1
1053,42.243100000000005,-71.0035,NORFOLK,QUINCY,1
1054,42.243100000000005,-70.9966,NORFOLK,QUINCY,1
1055,42.24345,-71.00455000000001,NORFOLK,QUINCY,1
1056,42.243900000000004,-70.9435,NORFOLK,WEYMOUTH,1
1057,42.244,-70.9422,NORFOLK,WEYMOUTH,1
1058,42.24405,-71.13380000000001,SUFFOLK,BOSTON,1
1059,42.2443,-71.43085,MIDDLESEX,ASHLAND,1
1060,42.244350000000004,-71.01045,NORFOLK,QUINCY,1
1061,42.2445,-70.88365,PLYMOUTH,HINGHAM,1
1062,42.244600000000005,-71.04155,NORFOLK,QUINCY,1
1063,42.2453,-70.9372,NORFOLK,WEYMOUTH,1
1064,42.245450000000005,-71.03405000000001,NORFOLK,QUINCY,4
1065,42.245650000000005,-70.93650000000001,NORFOLK,WEYMOUTH,1
1066,42.2457,-71.03415,NORFOLK,QUINCY,1
1067,42.2457,-70.97630000000001,NORFOLK,QUINCY,1
1068,42.245850000000004,-71.00410000000001,NORFOLK,QUINCY,2
1069,42.246,-71.04345,NORFOLK,QUINCY,1
1070,42.246100000000006,-70.8505,PLYMOUTH,HINGHAM,1
1071,42.2462,-71.17245,NORFOLK,DEDHAM,1
1072,42.246300000000005,-70.9758,NORFOLK,QUINCY,1
1073,42.24665,-71.0913,NORFOLK,MILTON,1
1074,42.2468,-71.4752,MIDDLESEX,ASHLAND,1
1075,42.2474,-71.0013,NORFOLK,QUINCY,1
1076,42.247800000000005,-70.99980000000001,NORFOLK,QUINCY,1
1077,42.24805,-71.16025,NORFOLK,DEDHAM,1
1078,42.24805,-70.92245,PLYMOUTH,HINGHAM,1
1079,42.2481,-70.98255,NORFOLK,QUINCY,1
1080,42.2488,-71.0102,NORFOLK,QUINCY,1
1081,42.249300000000005,-70.9252,PLYMOUTH,HINGHAM,1
1082,42.249300000000005,-70.90315,PLYMOUTH,HINGHAM,1
1083,42.24935,-70.91810000000001,PLYMOUTH,HINGHAM,1
1084,42.249500000000005,-71.0008,NORFOLK,QUINCY,1
1085,42.24965,-70.9988,NORFOLK,QUINCY,1
1086,42.24975,-71.17115,NORFOLK,DEDHAM,1
1087,42.25,-71.12245,SUFFOLK,BOSTON,1
1088,42.2503,-71.04140000000001,NORFOLK,QUINCY,1
1089,42.2503,-70.99845,NORFOLK,QUINCY,1
1090,42.2505,-71.03005,NORFOLK,QUINCY,1
1091,42.2507,-70.89655,PLYMOUTH,HINGHAM,1
1092,42.25115,-71.00155000000001,NORFOLK,QUINCY,1
1093,42.252250000000004,-71.0042,NORFOLK,QUINCY,1
1094,42.252300000000005,-71.0382,NORFOLK,MILTON,2
1095,42.25255,-71.28915,NORFOLK,DOVER,1
1096,42.252950000000006,-71.2898,NORFOLK,DOVER,1
1097,42.2531,-70.99995,NORFOLK,QUINCY,1
1098,42.25345,-70.9961,NORFOLK,QUINCY,1
1099,42.2536,-71.00745,NORFOLK,QUINCY,1
1100,42.25445,-71.0689,NORFOLK,MILTON,1
1101,42.2545,-71.0775,NORFOLK,MILTON,1
1102,42.25475,-70.99615,NORFOLK,QUINCY,2
1103,42.2548,-71.45935,MIDDLESEX,ASHLAND,1
1104,42.25565,-71.04005000000001,NORFOLK,QUINCY,1
1105,42.255700000000004,-71.4388,MIDDLESEX,ASHLAND,1
1106,42.2558,-71.1212,SUFFOLK,BOSTON,1
1107,42.25585,-71.00525,NORFOLK,QUINCY,1
1108,42.25645,-71.07945000000001,NORFOLK,MILTON,1
1109,42.256550000000004,-70.99925,NORFOLK,QUINCY,1
1110,42.2569,-71.0935,NORFOLK,MILTON,1
1111,42.25695,-71.42615,MIDDLESEX,ASHLAND,1
