LAT,LON,CNTY_NAME,CITY_TOWN_NAME,num
41.95941407,-70.89877782,PLYMOUTH,MIDDLEBOROUGH,1
41.95965102,-71.12024512,BRISTOL,TAUNTON,2
41.96040136,-70.6662481,PLYMOUTH,PLYMOUTH,1
41.96094661,-70.66729049,PLYMOUTH,PLYMOUTH,1
41.96104692,-71.04046387,PLYMOUTH,BRIDGEWATER,1
41.96123166,-71.12240998,BRISTOL,TAUNTON,1
41.96127767,-70.67200358,PLYMOUTH,PLYMOUTH,1
41.96143149,-71.02799259,PLYMOUTH,BRIDGEWATER,2
41.96267586,-71.06804885,BRISTOL,RAYNHAM,1
41.96305373,-71.17113808,BRISTOL,NORTON,1
41.96325529,-70.68557553,PLYMOUTH,PLYMOUTH,1
41.96329809,-71.12420902,BRISTOL,TAUNTON,1
41.96357837,-70.67303504,PLYMOUTH,PLYMOUTH,1
41.96392798,-70.70853218,PLYMOUTH,PLYMOUTH,1
41.96487444,-71.02775856,PLYMOUTH,BRIDGEWATER,1
41.96587586,-71.02797235,PLYMOUTH,BRIDGEWATER,1
41.96593585,-71.18913357,BRISTOL,NORTON,1
41.96786196,-71.02248088,PLYMOUTH,BRIDGEWATER,1
41.96826513,-71.18575727,BRISTOL,NORTON,1
41.96840766,-71.18533612,BRISTOL,NORTON,1
41.96851416,-70.6992109,PLYMOUTH,PLYMOUTH,1
41.96886866,-70.97368709,PLYMOUTH,BRIDGEWATER,1
41.96954243,-71.18214514,BRISTOL,NORTON,1
41.96958339,-71.16081978,BRISTOL,NORTON,1
41.97053217,-71.02712474,PLYMOUTH,BRIDGEWATER,2
41.97103978,-70.68149015,PLYMOUTH,PLYMOUTH,1
41.97150503,-71.00780978,PLYMOUTH,BRIDGEWATER,1
41.97204372,-71.20318725,BRISTOL,NORTON,1
41.97233002,-70.68253015,PLYMOUTH,PLYMOUTH,1
41.97262051,-71.02674895,PLYMOUTH,BRIDGEWATER,1
41.97360999,-70.68679998,PLYMOUTH,PLYMOUTH,2
41.97379105,-70.71207282,PLYMOUTH,KINGSTON,1
41.97400305,-70.97474066,PLYMOUTH,BRIDGEWATER,1
41.97418241,-70.68585257,PLYMOUTH,PLYMOUTH,1
41.97422485,-71.06795363,BRISTOL,RAYNHAM,1
41.97431786,-70.71165505,PLYMOUTH,KINGSTON,1
41.97452994,-71.0264022,PLYMOUTH,BRIDGEWATER,1
41.97460454,-70.68521401,PLYMOUTH,PLYMOUTH,1
41.97506123,-71.06820216,BRISTOL,RAYNHAM,1
41.97603781,-70.71049753,PLYMOUTH,KINGSTON,1
41.97650612,-70.92092587,PLYMOUTH,BRIDGEWATER,1
41.97658165,-70.71119183,PLYMOUTH,PLYMOUTH,2
41.97677085,-70.68774565,PLYMOUTH,PLYMOUTH,1
41.97802241,-71.12701499,BRISTOL,NORTON,1
41.9781143,-70.9962157,PLYMOUTH,BRIDGEWATER,1
41.9784132,-71.20241954,BRISTOL,NORTON,1
41.97886274,-71.16714918,BRISTOL,NORTON,1
41.97927781,-71.17084053,BRISTOL,NORTON,1
41.98118042,-71.17790269,BRISTOL,NORTON,1
41.9816438,-70.69422763,PLYMOUTH,PLYMOUTH,1
41.9819032,-70.98225145,PLYMOUTH,BRIDGEWATER,1
41.98226937,-71.15976783,BRISTOL,NORTON,1
41.98232805,-70.69534674,PLYMOUTH,KINGSTON,1
41.98246339,-70.69635708,PLYMOUTH,KINGSTON,1
41.9825332,-71.15941526,BRISTOL,NORTON,1
41.98263196,-71.15952593,BRISTOL,NORTON,1
41.98268368,-71.21063794,BRISTOL,NORTON,2
41.98294902,-71.16185256,BRISTOL,NORTON,1
41.9829837,-70.99273192,PLYMOUTH,BRIDGEWATER,1
41.98322394,-70.98138102,PLYMOUTH,BRIDGEWATER,1
41.98346605,-71.16111308,BRISTOL,NORTON,1
41.98454424,-71.15795734,BRISTOL,NORTON,1
41.9860942,-70.97919018,PLYMOUTH,BRIDGEWATER,1
41.98623895,-71.16428214,BRISTOL,NORTON,2
41.98624737,-71.15649416,BRISTOL,NORTON,1
41.98651233,-70.97644558,PLYMOUTH,BRIDGEWATER,1
41.9865612,-71.21064921,BRISTOL,NORTON,1
41.98662008,-70.84032366,PLYMOUTH,HALIFAX,1
41.9869195,-70.98555902,PLYMOUTH,BRIDGEWATER,1
41.98725009,-70.8815537,PLYMOUTH,HALIFAX,1
41.9874352,-70.97813564,PLYMOUTH,BRIDGEWATER,1
41.98772059,-70.71823314,PLYMOUTH,KINGSTON,1
41.98782129,-70.7875201,PLYMOUTH,KINGSTON,1
41.98785844,-70.78728935,PLYMOUTH,KINGSTON,1
41.9880403,-70.94791116,PLYMOUTH,BRIDGEWATER,1
41.98817306,-70.71744822,PLYMOUTH,KINGSTON,2
41.98857292,-70.71915573,PLYMOUTH,KINGSTON,2
41.98864053,-70.97642928,PLYMOUTH,BRIDGEWATER,1
41.9888086,-70.97660779,PLYMOUTH,BRIDGEWATER,1
41.9888272,-70.97635803,PLYMOUTH,BRIDGEWATER,1
41.98932954,-70.72149739,PLYMOUTH,KINGSTON,1
41.98942803,-70.82787613,PLYMOUTH,HALIFAX,2
41.98971936,-70.72268962,PLYMOUTH,KINGSTON,1
41.99017274,-70.94534819,PLYMOUTH,BRIDGEWATER,1
41.99075858,-70.97195627,PLYMOUTH,BRIDGEWATER,1
41.99113275,-70.97513183,PLYMOUTH,BRIDGEWATER,1
41.99168301,-70.85783648,PLYMOUTH,HALIFAX,1
41.99187166,-70.96558433,PLYMOUTH,BRIDGEWATER,1
41.99226364,-70.72630769,PLYMOUTH,KINGSTON,2
41.99389765,-70.97370693,PLYMOUTH,BRIDGEWATER,1
41.99454784,-70.73909823,PLYMOUTH,KINGSTON,1
