,CITY_TOWN_NAME,CRASH_HOUR,DRVR_CNTRB_CIRC_CL,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON,DRVR_DISTRACTED_CL,CNTY_NAME,SPEED_LIMIT,SURFACE_TP,STRUCT_CND
0,NATICK,12,Reckless Driving,Not at junction,No controls,42.29234579,-71.32447742, D1: Passenger,MIDDLESEX,40.0,Bituminous concrete road,Fair
1,WRENTHAM,1,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.0668786,-71.32785066," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,25.0,Bituminous concrete road,Fair
2,WRENTHAM,1,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.0668786,-71.32785066," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,25.0,Bituminous concrete road,Fair
3,METHUEN,19,Distracted/Inattention,Not reported,No controls,42.70442197,-71.1909703," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
4,METHUEN,19,Distracted/Inattention,Not reported,No controls,42.70442197,-71.1909703," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
5,CHELSEA,19,Reckless Driving,Not at junction,No controls,42.40022452,-71.02173216," D1: Other activity (searching, eating, personal hygiene, etc.)",SUFFOLK,25.0,Bituminous concrete road,Deficient
6,CHELSEA,19,Reckless Driving,Not at junction,No controls,42.40022452,-71.02173216," D1: Other activity (searching, eating, personal hygiene, etc.)",SUFFOLK,25.0,Bituminous concrete road,Deficient
7,ARLINGTON,17,Tailgating,Not at junction,No controls,42.39936776,-71.1476069, D1: External distraction (outside the vehicle),MIDDLESEX,40.0,Bituminous concrete road,Good
8,ARLINGTON,17,Tailgating,Not at junction,No controls,42.39936776,-71.1476069, D1: External distraction (outside the vehicle),MIDDLESEX,40.0,Bituminous concrete road,Good
9,ARLINGTON,17,Tailgating,Not at junction,No controls,42.39936776,-71.1476069, D1: External distraction (outside the vehicle),MIDDLESEX,40.0,Bituminous concrete road,Good
10,DUXBURY,0,Reckless Driving,Y-intersection,No controls,42.03842219,-70.76401578," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,30.0,Surface-treated road,Fair
11,TAUNTON,18,Distracted/Inattention,Four-way intersection,Traffic control signal,41.95965102,-71.12024512," D1: Other activity (searching, eating, personal hygiene, etc.)",BRISTOL,30.0,Surface-treated road,Good
12,EAST BRIDGEWATER,23,Distracted/Inattention,Y-intersection,Stop signs,42.02251835,-70.91783235, D1: Manually operating an electronic device,PLYMOUTH,30.0,Surface-treated road,Fair
13,ASHLAND,7,Other causes,Driveway,No controls,42.26314075,-71.47806327, D1: External distraction (outside the vehicle),MIDDLESEX,10.0,0,0
14,WRENTHAM,8,Distracted/Inattention,Not at junction,No controls,42.0607,-71.33405, D1: External distraction (outside the vehicle),NORFOLK,45.0,Bituminous concrete road,Good
15,WRENTHAM,8,Distracted/Inattention,Not at junction,No controls,42.0607,-71.33405, D1: External distraction (outside the vehicle),NORFOLK,45.0,Bituminous concrete road,Good
16,BILLERICA,17,Tailgating,Not at junction,No controls,42.53041294,-71.22858515, D1: External distraction (outside the vehicle),MIDDLESEX,35.0,Bituminous concrete road,Fair
17,BILLERICA,17,Tailgating,Not at junction,No controls,42.53041294,-71.22858515, D1: External distraction (outside the vehicle),MIDDLESEX,35.0,Bituminous concrete road,Fair
18,FOXBOROUGH,17,Tailgating,Not at junction,No controls,42.08176425,-71.27981672, D1: Manually operating an electronic device,NORFOLK,40.0,Bituminous concrete road,Fair
19,FOXBOROUGH,17,Tailgating,Not at junction,No controls,42.08176425,-71.27981672, D1: Manually operating an electronic device,NORFOLK,40.0,Bituminous concrete road,Fair
20,MILTON,23,Reckless Driving,Not at junction,No controls,42.2651101,-71.04615232," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,55.0,Bituminous concrete road,Good
21,MILTON,23,Reckless Driving,Not at junction,No controls,42.2651101,-71.04615232," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,55.0,Bituminous concrete road,Good
22,HANOVER,14,Tailgating,Not at junction,No controls,42.11172539,-70.81538139," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,35.0,Bituminous concrete road,Good
23,HANOVER,14,Tailgating,Not at junction,No controls,42.11172539,-70.81538139," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,35.0,Bituminous concrete road,Good
24,WHITMAN,17,Distracted/Inattention,Four-way intersection,Traffic control signal,42.08041875,-70.93721587, D1: External distraction (outside the vehicle),PLYMOUTH,25.0,Bituminous concrete road,Good
25,DEDHAM,8,Distracted/Inattention,Not at junction,No controls,42.226620000000004,-71.17915," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,55.0,Bituminous concrete road,Fair
26,DEDHAM,8,Distracted/Inattention,Not at junction,No controls,42.226620000000004,-71.17915," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,55.0,Bituminous concrete road,Fair
27,NEEDHAM,16,Tailgating,Not at junction,No controls,42.30190535,-71.22518732, D1: Manually operating an electronic device,NORFOLK,55.0,Bituminous concrete road,Fair
28,NEEDHAM,16,Tailgating,Not at junction,No controls,42.30190535,-71.22518732, D1: Manually operating an electronic device,NORFOLK,55.0,Bituminous concrete road,Fair
29,WALPOLE,10,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.145720000000004,-71.23013," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,35.0,Bituminous concrete road,Fair
30,WALPOLE,10,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.145720000000004,-71.23013," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,35.0,Bituminous concrete road,Fair
31,TOPSFIELD,8,Distracted/Inattention,Not at junction,No controls,42.65079196,-70.93136841," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,40.0,Bituminous concrete road,Good
32,TOPSFIELD,8,Distracted/Inattention,Not at junction,No controls,42.65079196,-70.93136841," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,40.0,Bituminous concrete road,Good
33,TOPSFIELD,8,Distracted/Inattention,Not at junction,No controls,42.65079196,-70.93136841," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,40.0,Bituminous concrete road,Good
34,MANCHESTER,15,Distracted/Inattention,Four-way intersection,Flashing traffic control signal,42.58309591,-70.77001236," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,20.0,Bituminous concrete road,Good
35,MANCHESTER,15,Distracted/Inattention,Four-way intersection,Flashing traffic control signal,42.58309591,-70.77001236," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,20.0,Bituminous concrete road,Good
36,BRIDGEWATER,2,Reckless Driving,Y-intersection,No controls,41.97650612,-70.92092587," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,35.0,Surface-treated road,Fair
37,WESTWOOD,17,Distracted/Inattention,Not at junction,No controls,42.20461291,-71.24189098," D1: Other activity, electronic device",NORFOLK,35.0,Bituminous concrete road,Good
38,WESTWOOD,17,Distracted/Inattention,Not at junction,No controls,42.20461291,-71.24189098," D1: Other activity, electronic device",NORFOLK,35.0,Bituminous concrete road,Good
39,CHELMSFORD,1,Distracted/Inattention,T-intersection,No controls,42.58962891,-71.32895152," D1: Other activity, electronic device",MIDDLESEX,30.0,Bituminous concrete road,Fair
40,PEABODY,15,Tailgating,On-ramp,Yield signs,42.54289863,-70.93578245, D1: External distraction (outside the vehicle),ESSEX,25.0,Bituminous concrete road,Good
41,PEABODY,15,Tailgating,On-ramp,Yield signs,42.54289863,-70.93578245, D1: External distraction (outside the vehicle),ESSEX,25.0,Bituminous concrete road,Good
42,METHUEN,8,Tailgating,T-intersection,No controls,42.70555069,-71.22082339, D1: External distraction (outside the vehicle),ESSEX,40.0,Bituminous concrete road,Good
43,METHUEN,8,Tailgating,T-intersection,No controls,42.70555069,-71.22082339, D1: External distraction (outside the vehicle),ESSEX,40.0,Bituminous concrete road,Good
44,BROCKTON,20,Reckless Driving,Not at junction,No controls,42.08588913,-71.04599669," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,30.0,Bituminous concrete road,Fair
45,SHARON,21,Distracted/Inattention,Not at junction,No controls,42.12436553,-71.23034541, D1: Manually operating an electronic device,NORFOLK,10.0,Bituminous concrete road,Good
46,MELROSE,21,Distracted/Inattention,Not at junction,Unknown,42.4685558,-71.07604508, D1: Manually operating an electronic device,MIDDLESEX,25.0,Bituminous concrete road,Fair
47,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
48,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
49,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
50,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
51,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
52,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
53,LYNN,14,Reckless Driving,Four-way intersection,Traffic control signal,42.45905204,-70.95997812," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
54,WALTHAM,1,Distracted/Inattention,Not at junction,No controls,42.37872744,-71.20639183, D1: Manually operating an electronic device,MIDDLESEX,30.0,Bituminous concrete road,Fair
55,WALTHAM,20,Distracted/Inattention,Not at junction,No controls,42.39782532,-71.24640899," D1: Other activity, electronic device",MIDDLESEX,25.0,Surface-treated road,Fair
56,BEVERLY,17,Distracted/Inattention,Railway grade crossing,No controls,42.5591352,-70.82569418, D1: External distraction (outside the vehicle),ESSEX,25.0,Bituminous concrete road,Good
57,BEVERLY,17,Distracted/Inattention,Railway grade crossing,No controls,42.5591352,-70.82569418, D1: External distraction (outside the vehicle),ESSEX,25.0,Bituminous concrete road,Good
58,MALDEN,21,Reckless Driving,T-intersection,No controls,42.43521389,-71.07630345," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,25.0,Surface-treated road,Fair
59,MALDEN,21,Reckless Driving,T-intersection,No controls,42.43521389,-71.07630345," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,25.0,Surface-treated road,Fair
60,SALEM,11,Speeding,Not at junction,No controls,42.49219173,-70.89316966," D1: Other activity, electronic device",ESSEX,30.0,Bituminous concrete road,Good
61,REVERE,17,Tailgating,Not at junction,No controls,42.43108011,-71.0182728, D1: External distraction (outside the vehicle),SUFFOLK,25.0,Bituminous concrete road,Good
62,REVERE,17,Tailgating,Not at junction,No controls,42.43108011,-71.0182728, D1: External distraction (outside the vehicle),SUFFOLK,25.0,Bituminous concrete road,Good
63,REVERE,1,Reckless Driving,Traffic circle,Warning signs,42.42166792,-71.00453059," D1: Other activity (searching, eating, personal hygiene, etc.)",SUFFOLK,25.0,Bituminous concrete road,Fair
64,SALEM,15,Distracted/Inattention,T-intersection,Traffic control signal,42.51986134,-70.89603466, D1: External distraction (outside the vehicle),ESSEX,25.0,Bituminous concrete road,Good
65,SALEM,15,Distracted/Inattention,T-intersection,Traffic control signal,42.51986134,-70.89603466, D1: External distraction (outside the vehicle),ESSEX,25.0,Bituminous concrete road,Good
66,BERLIN,17,Tailgating,Not at junction,No controls,42.39039461,-71.6054562," D1: Other activity (searching, eating, personal hygiene, etc.)",WORCESTER,65.0,Bituminous concrete road,Good
67,BERLIN,17,Tailgating,Not at junction,No controls,42.39039461,-71.6054562," D1: Other activity (searching, eating, personal hygiene, etc.)",WORCESTER,65.0,Bituminous concrete road,Good
68,PLYMOUTH,15,Tailgating,On-ramp,No controls,41.953173299999996,-70.68469385, D1: External distraction (outside the vehicle),PLYMOUTH,30.0,Bituminous concrete road,Good
69,PLYMOUTH,15,Tailgating,On-ramp,No controls,41.953173299999996,-70.68469385, D1: External distraction (outside the vehicle),PLYMOUTH,30.0,Bituminous concrete road,Good
70,BOSTON,12,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.35885697,-71.1475291," D1: Other activity, electronic device",SUFFOLK,30.0,Bituminous concrete road,Good
71,BOSTON,12,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.35885697,-71.1475291," D1: Other activity, electronic device",SUFFOLK,30.0,Bituminous concrete road,Good
72,MIDDLETON,7,Other causes,Not at junction,No controls,42.59599616,-70.99312473, D1: Manually operating an electronic device,ESSEX,35.0,Bituminous concrete road,Fair
73,MIDDLETON,7,Other causes,Not at junction,No controls,42.59599616,-70.99312473, D1: Manually operating an electronic device,ESSEX,35.0,Bituminous concrete road,Fair
74,WOBURN,13,Uncontrollable factors,Not at junction,No controls,42.48406198,-71.14737694, D1: External distraction (outside the vehicle),MIDDLESEX,30.0,Surface-treated road,Fair
75,WOBURN,14,Distracted/Inattention,Not at junction,No controls,42.48430284,-71.15869758, D1: Passenger / D2: Manually operating an electronic device / D3: Manually operating an electronic device,MIDDLESEX,35.0,Bituminous concrete road,Fair
76,WOBURN,14,Distracted/Inattention,Not at junction,No controls,42.48430284,-71.15869758, D1: Passenger / D2: Manually operating an electronic device / D3: Manually operating an electronic device,MIDDLESEX,35.0,Bituminous concrete road,Fair
77,WOBURN,14,Distracted/Inattention,Not at junction,No controls,42.48430284,-71.15869758, D1: Passenger / D2: Manually operating an electronic device / D3: Manually operating an electronic device,MIDDLESEX,35.0,Bituminous concrete road,Fair
78,WOBURN,11,Defective vehicle,Not at junction,No controls,42.45559843,-71.1899668, D1: External distraction (outside the vehicle) / D2: Manually operating an electronic device,MIDDLESEX,35.0,Bituminous concrete road,Good
79,WOBURN,11,Defective vehicle,Not at junction,No controls,42.45559843,-71.1899668, D1: External distraction (outside the vehicle) / D2: Manually operating an electronic device,MIDDLESEX,35.0,Bituminous concrete road,Good
80,EVERETT,0,Distracted/Inattention,Not at junction,No controls,42.39801583,-71.06229204, D1: Passenger,MIDDLESEX,30.0,Surface-treated road,Fair
81,EVERETT,0,Distracted/Inattention,Not at junction,No controls,42.39801583,-71.06229204, D1: Passenger,MIDDLESEX,30.0,Surface-treated road,Fair
82,EVERETT,0,Distracted/Inattention,Not at junction,No controls,42.39801583,-71.06229204, D1: Passenger,MIDDLESEX,30.0,Surface-treated road,Fair
83,WALTHAM,12,Diregarded traffic markings,Four-way intersection,Stop signs,42.37053389,-71.24772075, D1: External distraction (outside the vehicle),MIDDLESEX,30.0,Bituminous concrete road,Fair
84,WALTHAM,12,Diregarded traffic markings,Four-way intersection,Stop signs,42.37053389,-71.24772075, D1: External distraction (outside the vehicle),MIDDLESEX,30.0,Bituminous concrete road,Fair
85,PLYMOUTH,23,Reckless Driving,Not at junction,Traffic control signal,41.97904376,-70.69205564," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,30.0,Bituminous concrete road,Good
86,LYNNFIELD,6,Tailgating,Not at junction,No controls,42.51445851,-71.02404794, D1: External distraction (outside the vehicle),ESSEX,55.0,Bituminous concrete road,Fair
87,LYNNFIELD,6,Tailgating,Not at junction,No controls,42.51445851,-71.02404794, D1: External distraction (outside the vehicle),ESSEX,55.0,Bituminous concrete road,Fair
88,CAMBRIDGE,12,Distracted/Inattention,Not at junction,No controls,42.36381818,-71.10895557," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,25.0,Bituminous concrete road,Fair
89,CAMBRIDGE,12,Distracted/Inattention,Not at junction,No controls,42.36381818,-71.10895557," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,25.0,Bituminous concrete road,Fair
90,METHUEN,17,Tailgating,Not at junction,No controls,42.70340554,-71.21532164, D1: Manually operating an electronic device / D2: Manually operating an electronic device,ESSEX,30.0,Bituminous concrete road,Good
91,METHUEN,17,Tailgating,Not at junction,No controls,42.70340554,-71.21532164, D1: Manually operating an electronic device / D2: Manually operating an electronic device,ESSEX,30.0,Bituminous concrete road,Good
92,BURLINGTON,19,Distracted/Inattention,T-intersection,No controls,42.50591421,-71.21974990000001," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,30.0,Bituminous concrete road,Fair
93,BURLINGTON,19,Distracted/Inattention,T-intersection,No controls,42.50591421,-71.21974990000001," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,30.0,Bituminous concrete road,Fair
94,BURLINGTON,13,Tailgating,Off-ramp,Yield signs,42.48878261,-71.19158959, D1: External distraction (outside the vehicle),MIDDLESEX,35.0,Bituminous concrete road,Good
95,BURLINGTON,13,Tailgating,Off-ramp,Yield signs,42.48878261,-71.19158959, D1: External distraction (outside the vehicle),MIDDLESEX,35.0,Bituminous concrete road,Good
96,SAUGUS,22,Uncontrollable factors,Not at junction,No controls,42.44955262,-70.98043138, D1: External distraction (outside the vehicle),ESSEX,40.0,Bituminous concrete road,Fair
97,SAUGUS,22,Uncontrollable factors,Not at junction,No controls,42.44955262,-70.98043138, D1: External distraction (outside the vehicle),ESSEX,40.0,Bituminous concrete road,Fair
98,ABINGTON,7,Tailgating,T-intersection,No controls,42.13955353,-70.95135683," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,40.0,Bituminous concrete road,Fair
99,ABINGTON,7,Tailgating,T-intersection,No controls,42.13955353,-70.95135683," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,40.0,Bituminous concrete road,Fair
100,ABINGTON,7,Tailgating,T-intersection,No controls,42.13955353,-70.95135683," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,40.0,Bituminous concrete road,Fair
101,BOSTON,5,Distracted/Inattention,Not at junction,No controls,42.32736015,-71.05832024, D1: External distraction (outside the vehicle),SUFFOLK,55.0,Bituminous concrete road,Fair
102,BOSTON,5,Distracted/Inattention,Not at junction,No controls,42.32736015,-71.05832024, D1: External distraction (outside the vehicle),SUFFOLK,55.0,Bituminous concrete road,Fair
103,REVERE,20,Reckless Driving,Not at junction,Traffic control signal,42.41002139,-70.99935477," D1: Other activity (searching, eating, personal hygiene, etc.)",SUFFOLK,30.0,Bituminous concrete road,Fair
104,REVERE,20,Reckless Driving,Not at junction,Traffic control signal,42.41002139,-70.99935477," D1: Other activity (searching, eating, personal hygiene, etc.)",SUFFOLK,30.0,Bituminous concrete road,Fair
105,REVERE,2,Distracted/Inattention,T-intersection,No controls,42.41907581,-70.98968181, D1: Passenger,SUFFOLK,25.0,Surface-treated road,Deficient
106,REVERE,2,Distracted/Inattention,T-intersection,No controls,42.41907581,-70.98968181, D1: Passenger,SUFFOLK,25.0,Surface-treated road,Deficient
107,REVERE,2,Distracted/Inattention,T-intersection,No controls,42.41907581,-70.98968181, D1: Passenger,SUFFOLK,25.0,Surface-treated road,Deficient
108,REVERE,2,Distracted/Inattention,T-intersection,No controls,42.41907581,-70.98968181, D1: Passenger,SUFFOLK,25.0,Surface-treated road,Deficient
109,QUINCY,21,Distracted/Inattention,Not at junction,Traffic control signal,42.27373413,-71.02880905, D1: Manually operating an electronic device,NORFOLK,30.0,Bituminous concrete road,Good
110,QUINCY,21,Distracted/Inattention,Not at junction,Traffic control signal,42.27373413,-71.02880905, D1: Manually operating an electronic device,NORFOLK,30.0,Bituminous concrete road,Good
111,MILFORD,23,Distracted/Inattention,Four-way intersection,Traffic control signal,42.15340768,-71.48952341," D1: Other activity (searching, eating, personal hygiene, etc.)",WORCESTER,30.0,Bituminous concrete road,Good
112,MILFORD,23,Distracted/Inattention,Four-way intersection,Traffic control signal,42.15340768,-71.48952341," D1: Other activity (searching, eating, personal hygiene, etc.)",WORCESTER,30.0,Bituminous concrete road,Good
113,MILFORD,15,Distracted/Inattention,Not at junction,No controls,42.15692142,-71.50037868," D1: Other activity (searching, eating, personal hygiene, etc.)",WORCESTER,30.0,0,0
114,BEVERLY,22,Speeding,Not at junction,No controls,42.56068534,-70.88254524, D1: Passenger,ESSEX,25.0,Bituminous concrete road,Fair
115,BEVERLY,22,Speeding,Not at junction,No controls,42.56068534,-70.88254524, D1: Passenger,ESSEX,25.0,Bituminous concrete road,Fair
116,PLYMOUTH,16,Distracted/Inattention,Four-way intersection,Traffic control signal,41.95115571,-70.68868434, D1: External distraction (outside the vehicle),PLYMOUTH,40.0,Bituminous concrete road,Good
117,PLYMOUTH,16,Distracted/Inattention,Four-way intersection,Traffic control signal,41.95115571,-70.68868434, D1: External distraction (outside the vehicle),PLYMOUTH,40.0,Bituminous concrete road,Good
118,WALTHAM,22,Reckless Driving,Four-way intersection,Traffic control signal,42.37670776,-71.2670265," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,30.0,Bituminous concrete road,Good
119,WALTHAM,22,Reckless Driving,Four-way intersection,Traffic control signal,42.37670776,-71.2670265," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,30.0,Bituminous concrete road,Good
120,HAVERHILL,23,Speeding,Not at junction,No controls,42.81050759,-71.15118391, D1: Manually operating an electronic device,ESSEX,30.0,Surface-treated road,Deficient
121,HAVERHILL,14,Tailgating,T-intersection,No controls,42.75423177,-71.10496153, D1: External distraction (outside the vehicle),ESSEX,35.0,Bituminous concrete road,Good
122,HAVERHILL,14,Tailgating,T-intersection,No controls,42.75423177,-71.10496153, D1: External distraction (outside the vehicle),ESSEX,35.0,Bituminous concrete road,Good
123,HAVERHILL,14,Tailgating,T-intersection,No controls,42.75423177,-71.10496153, D1: External distraction (outside the vehicle),ESSEX,35.0,Bituminous concrete road,Good
124,HAVERHILL,14,Tailgating,T-intersection,No controls,42.75423177,-71.10496153, D1: External distraction (outside the vehicle),ESSEX,35.0,Bituminous concrete road,Good
125,HAVERHILL,14,Tailgating,T-intersection,No controls,42.75423177,-71.10496153, D1: External distraction (outside the vehicle),ESSEX,35.0,Bituminous concrete road,Good
126,HAVERHILL,13,Tailgating,Off-ramp,Stop signs,42.79885622,-71.0910928, D1: Manually operating an electronic device,ESSEX,25.0,Bituminous concrete road,Good
127,HAVERHILL,13,Tailgating,Off-ramp,Stop signs,42.79885622,-71.0910928, D1: Manually operating an electronic device,ESSEX,25.0,Bituminous concrete road,Good
128,ABINGTON,11,Distracted/Inattention,Not at junction,No controls,42.10866972,-70.96838534," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,30.0,Surface-treated road,Fair
129,SALISBURY,20,Distracted/Inattention,Not at junction,No controls,42.826189500000005,-70.85905444," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,30.0,Bituminous concrete road,Fair
130,IPSWICH,9,Distracted/Inattention,Not at junction,No controls,42.67895211,-70.9406916," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,25.0,Surface-treated road,Deficient
131,MIDDLEBOROUGH,15,Distracted/Inattention,Not at junction,No controls,41.90620681,-70.91339154, D1: Passenger,PLYMOUTH,25.0,Bituminous concrete road,Good
132,ANDOVER,8,Uncontrollable factors,Not at junction,No controls,42.62761437,-71.15564677," D1: Other activity (searching, eating, personal hygiene, etc.)",ESSEX,35.0,Bituminous concrete road,Good
133,BRAINTREE,19,Distracted/Inattention,Not at junction,No controls,42.19834288,-71.02126169, D1: Manually operating an electronic device,NORFOLK,35.0,Surface-treated road,Fair
134,BRAINTREE,19,Distracted/Inattention,Not at junction,No controls,42.19834288,-71.02126169, D1: Manually operating an electronic device,NORFOLK,35.0,Surface-treated road,Fair
135,BRAINTREE,15,Distracted/Inattention,Not at junction,No controls,42.22680944,-71.02012112, D1: External distraction (outside the vehicle),NORFOLK,55.0,Bituminous concrete road,Good
136,BRAINTREE,15,Distracted/Inattention,Not at junction,No controls,42.22680944,-71.02012112, D1: External distraction (outside the vehicle),NORFOLK,55.0,Bituminous concrete road,Good
137,BRAINTREE,15,Distracted/Inattention,Not at junction,No controls,42.22680944,-71.02012112, D1: External distraction (outside the vehicle),NORFOLK,55.0,Bituminous concrete road,Good
138,BRAINTREE,15,Distracted/Inattention,Not at junction,No controls,42.22680944,-71.02012112, D1: External distraction (outside the vehicle),NORFOLK,55.0,Bituminous concrete road,Good
139,BRAINTREE,15,Distracted/Inattention,Not at junction,No controls,42.22680944,-71.02012112, D1: External distraction (outside the vehicle),NORFOLK,55.0,Bituminous concrete road,Good
140,CANTON,11,Tailgating,Not at junction,No controls,42.20330184,-71.1192801," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,55.0,Bituminous concrete road,Fair
141,CANTON,11,Tailgating,Not at junction,No controls,42.20330184,-71.1192801," D1: Other activity (searching, eating, personal hygiene, etc.)",NORFOLK,55.0,Bituminous concrete road,Fair
142,WESTON,21,Diregarded traffic markings,Not at junction,No controls,42.34772785,-71.26265131, D1: External distraction (outside the vehicle),MIDDLESEX,55.0,Bituminous concrete road,Good
143,WESTON,21,Diregarded traffic markings,Not at junction,No controls,42.34772785,-71.26265131, D1: External distraction (outside the vehicle),MIDDLESEX,55.0,Bituminous concrete road,Good
144,MIDDLEBOROUGH,1,Drowsey Driving,Not at junction,No controls,41.8805279,-70.9160508," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,65.0,Bituminous concrete road,Good
145,PEMBROKE,10,Distracted/Inattention,Not at junction,No controls,42.06571143,-70.77498427," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,45.0,Bituminous concrete road,Fair
146,PEMBROKE,10,Distracted/Inattention,Not at junction,No controls,42.06571143,-70.77498427," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,45.0,Bituminous concrete road,Fair
147,PEMBROKE,10,Distracted/Inattention,Not at junction,No controls,42.06571143,-70.77498427," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,45.0,Bituminous concrete road,Fair
148,PEMBROKE,19,Distracted/Inattention,Not at junction,No controls,42.10779669,-70.76274256, D1: External distraction (outside the vehicle),PLYMOUTH,40.0,Bituminous concrete road,Good
149,PEMBROKE,19,Distracted/Inattention,Not at junction,No controls,42.10779669,-70.76274256, D1: External distraction (outside the vehicle),PLYMOUTH,40.0,Bituminous concrete road,Good
150,PEMBROKE,17,Reckless Driving,T-intersection,No controls,42.05410827,-70.83646850000001," D1: Other activity (searching, eating, personal hygiene, etc.)",PLYMOUTH,30.0,Surface-treated road,Fair
151,WOBURN,18,Tailgating,Not at junction,No controls,42.50219565,-71.11867262," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,65.0,Bituminous concrete road,Good
152,WOBURN,18,Tailgating,Not at junction,No controls,42.50219565,-71.11867262," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,65.0,Bituminous concrete road,Good
153,WOBURN,18,Tailgating,Not at junction,No controls,42.50219565,-71.11867262," D1: Other activity (searching, eating, personal hygiene, etc.)",MIDDLESEX,65.0,Bituminous concrete road,Good
154,EVERETT,17,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.41241507,-71.05428084, D1: External distraction (outside the vehicle),MIDDLESEX,30.0,Surface-treated road,Fair
155,EVERETT,17,Diregarded traffic markings,Four-way intersection,Traffic control signal,42.41241507,-71.05428084, D1: External distraction (outside the vehicle),MIDDLESEX,30.0,Surface-treated road,Fair
